"Dewater","Spawn_Flows","Prop_dewater","Boards","Run"
3750,19000,0.5,"out","Winter"
3500,19000,0.54,"out","Winter"
3250,19000,0.58,"out","Winter"
29000,21000,NA,"out","Winter"
27000,21000,NA,"out","Winter"
25000,21000,NA,"out","Winter"
23000,21000,NA,"out","Winter"
21000,21000,NA,"out","Winter"
19000,21000,0.01,"out","Winter"
17000,21000,0.04,"out","Winter"
15000,21000,0.06,"out","Winter"
14000,21000,0.07,"out","Winter"
13000,21000,0.09,"out","Winter"
12000,21000,0.1,"out","Winter"
11000,21000,0.13,"out","Winter"
10000,21000,0.15,"out","Winter"
9000,21000,0.18,"out","Winter"
8000,21000,0.21,"out","Winter"
7500,21000,0.23,"out","Winter"
7000,21000,0.26,"out","Winter"
6500,21000,0.29,"out","Winter"
6000,21000,0.33,"out","Winter"
5500,21000,0.37,"out","Winter"
5250,21000,0.39,"out","Winter"
5000,21000,0.41,"out","Winter"
4750,21000,0.43,"out","Winter"
4500,21000,0.45,"out","Winter"
4250,21000,0.48,"out","Winter"
4000,21000,0.51,"out","Winter"
3750,21000,0.52,"out","Winter"
3500,21000,0.56,"out","Winter"
3250,21000,0.6,"out","Winter"
29000,23000,NA,"out","Winter"
27000,23000,NA,"out","Winter"
25000,23000,NA,"out","Winter"
23000,23000,NA,"out","Winter"
21000,23000,0.01,"out","Winter"
19000,23000,0.04,"out","Winter"
17000,23000,0.08,"out","Winter"
15000,23000,0.11,"out","Winter"
14000,23000,0.12,"out","Winter"
13000,23000,0.13,"out","Winter"
12000,23000,0.15,"out","Winter"
11000,23000,0.17,"out","Winter"
10000,23000,0.19,"out","Winter"
9000,23000,0.22,"out","Winter"
8000,23000,0.25,"out","Winter"
7500,23000,0.27,"out","Winter"
7000,23000,0.29,"out","Winter"
6500,23000,0.33,"out","Winter"
6000,23000,0.36,"out","Winter"
5500,23000,0.4,"out","Winter"
5250,23000,0.42,"out","Winter"
5000,23000,0.44,"out","Winter"
4750,23000,0.46,"out","Winter"
4500,23000,0.48,"out","Winter"
4250,23000,0.51,"out","Winter"
4000,23000,0.54,"out","Winter"
3750,23000,0.55,"out","Winter"
3500,23000,0.59,"out","Winter"
3250,23000,0.63,"out","Winter"
29000,25000,NA,"out","Winter"
27000,25000,NA,"out","Winter"
25000,25000,NA,"out","Winter"
23000,25000,0.01,"out","Winter"
21000,25000,0.04,"out","Winter"
19000,25000,0.07,"out","Winter"
17000,25000,0.12,"out","Winter"
15000,25000,0.15,"out","Winter"
14000,25000,0.16,"out","Winter"
13000,25000,0.17,"out","Winter"
12000,25000,0.19,"out","Winter"
11000,25000,0.22,"out","Winter"
10000,25000,0.24,"out","Winter"
9000,25000,0.27,"out","Winter"
8000,25000,0.29,"out","Winter"
7500,25000,0.31,"out","Winter"
7000,25000,0.33,"out","Winter"
6500,25000,0.36,"out","Winter"
6000,25000,0.4,"out","Winter"
5500,25000,0.44,"out","Winter"
5250,25000,0.45,"out","Winter"
5000,25000,0.44,"out","Winter"
4750,25000,0.49,"out","Winter"
4500,25000,0.51,"out","Winter"
4250,25000,0.53,"out","Winter"
4000,25000,0.56,"out","Winter"
3750,25000,0.58,"out","Winter"
3500,25000,0.61,"out","Winter"
3250,25000,0.65,"out","Winter"
29000,27000,NA,"out","Winter"
27000,27000,NA,"out","Winter"
25000,27000,0.01,"out","Winter"
23000,27000,0.06,"out","Winter"
21000,27000,0.09,"out","Winter"
19000,27000,0.13,"out","Winter"
17000,27000,0.18,"out","Winter"
15000,27000,0.22,"out","Winter"
14000,27000,0.23,"out","Winter"
13000,27000,0.24,"out","Winter"
12000,27000,0.26,"out","Winter"
11000,27000,0.28,"out","Winter"
10000,27000,0.3,"out","Winter"
9000,27000,0.34,"out","Winter"
8000,27000,0.36,"out","Winter"
7500,27000,0.38,"out","Winter"
7000,27000,0.4,"out","Winter"
6500,27000,0.43,"out","Winter"
6000,27000,0.45,"out","Winter"
5500,27000,0.49,"out","Winter"
5250,27000,0.51,"out","Winter"
5000,27000,0.52,"out","Winter"
4750,27000,0.54,"out","Winter"
4500,27000,0.56,"out","Winter"
4250,27000,0.58,"out","Winter"
4000,27000,0.61,"out","Winter"
3750,27000,0.62,"out","Winter"
3500,27000,0.65,"out","Winter"
3250,27000,0.69,"out","Winter"
29000,29000,NA,"out","Winter"
27000,29000,0.02,"out","Winter"
25000,29000,0.08,"out","Winter"
23000,29000,0.15,"out","Winter"
21000,29000,0.19,"out","Winter"
19000,29000,0.22,"out","Winter"
17000,29000,0.28,"out","Winter"
15000,29000,0.32,"out","Winter"
14000,29000,0.33,"out","Winter"
13000,29000,0.34,"out","Winter"
12000,29000,0.36,"out","Winter"
11000,29000,0.38,"out","Winter"
10000,29000,0.4,"out","Winter"
9000,29000,0.42,"out","Winter"
8000,29000,0.44,"out","Winter"
7500,29000,0.45,"out","Winter"
7000,29000,0.47,"out","Winter"
6500,29000,0.5,"out","Winter"
6000,29000,0.52,"out","Winter"
5500,29000,0.56,"out","Winter"
5250,29000,0.57,"out","Winter"
5000,29000,0.58,"out","Winter"
4750,29000,0.6,"out","Winter"
4500,29000,0.62,"out","Winter"
4250,29000,0.64,"out","Winter"
4000,29000,0.66,"out","Winter"
3750,29000,0.67,"out","Winter"
3500,29000,0.7,"out","Winter"
3250,29000,0.73,"out","Winter"
29000,31000,0.01,"out","Winter"
27000,31000,0.04,"out","Winter"
25000,31000,0.15,"out","Winter"
23000,31000,0.25,"out","Winter"
21000,31000,0.28,"out","Winter"
19000,31000,0.32,"out","Winter"
17000,31000,0.37,"out","Winter"
15000,31000,0.4,"out","Winter"
14000,31000,0.41,"out","Winter"
13000,31000,0.42,"out","Winter"
12000,31000,0.44,"out","Winter"
11000,31000,0.46,"out","Winter"
10000,31000,0.48,"out","Winter"
9000,31000,0.5,"out","Winter"
8000,31000,0.51,"out","Winter"
7500,31000,0.52,"out","Winter"
7000,31000,0.54,"out","Winter"
6500,31000,0.56,"out","Winter"
6000,31000,0.58,"out","Winter"
5500,31000,0.62,"out","Winter"
5250,31000,0.33,"out","Winter"
5000,31000,0.64,"out","Winter"
4750,31000,0.65,"out","Winter"
4500,31000,0.67,"out","Winter"
4250,31000,0.69,"out","Winter"
4000,31000,0.71,"out","Winter"
3750,31000,0.72,"out","Winter"
3500,31000,0.74,"out","Winter"
3250,31000,0.77,"out","Winter"
